name,make,model,year,price,engine,cylinders,fuel,mileage,transmission,trim,body,doors,exterior_color,interior_color,drivetrain
2024 Mazda CX-90 PHEV Base,Mazda,CX-90 PHEV,2024,51625,"TIV-G 2.5L I-4 gasoline direct injection, DOHC, variable",4,Gasoline,5,8-Speed Automatic,Base,SUV,4,Deep Crystal Blue Mica,Black,All-wheel Drive
2024 Hyundai Kona Limited,Hyundai,Kona,2024,30829,16V GDI DOHC Turbo,4,Gasoline,15,8-Speed Automatic,Limited,SUV,4,Abyss Black Pearl,Black,Front-wheel Drive
2024 Dodge Hornet R/T Plus,Dodge,Hornet,2024,44826,16V GDI DOHC Turbo Hybrid,4,Hybrid,5,6-Speed Automatic,R/T Plus,SUV,4,HOT TAMALE,Black,All-wheel Drive
2024 Dodge Hornet GT,Dodge,Hornet,2024,38122,16V GDI DOHC Turbo,4,Gasoline,18,9-Speed Automatic,GT,SUV,4,Blue Steel,Black,All-wheel Drive
2024 Jeep Grand Cherokee L Altitude,Jeep,Grand Cherokee L,2024,47451,"ar 3.6L V-6 DOHC, variable valve control, regular unleade",6,Gasoline,3,Automatic,Altitude,SUV,4,Bright White Clearcoat,Global Black,Four-wheel Drive
2024 Jeep Wrangler 4xe Sahara,Jeep,Wrangler 4xe,2024,58840,16V GDI DOHC Turbo Hybrid,4,Hybrid,4,8-Speed Automatic,Sahara,SUV,4,Hydro Blue Pearlcoat,Black,Four-wheel Drive
2024 Dodge Hornet GT AWD,Dodge,Hornet,2024,32837,"ne 2L I-4 gasoline direct injection, DOHC, variable valve",4,Gasoline,10,Automatic,GT AWD,SUV,4,8 Ball,Black,All-wheel Drive
2024 Ford Bronco Sport Big Bend,Ford,Bronco Sport,2024,31390,"t 1.5L I-3 port/direct injection, DOHC, Ti-VCT variable v",3,Gasoline,9,Automatic,Big Bend,SUV,4,Eruption Green Metallic,Bk,Four-wheel Drive
2024 Chrysler Pacifica Touring-L,Chrysler,Pacifica,2024,54403,24V MPFI DOHC,6,Gasoline,14,9-Speed Automatic,Touring-L,Passenger Van,4,Diamond Black,Black,All-wheel Drive
2024 Toyota Tundra Hybrid Platinum,Toyota,Tundra Hybrid,2024,71146,"MAX 3.4L V-6 port/direct injection, DOHC, variable valve",6,Hybrid,10,10-Speed Automatic,Platinum,Pickup Truck,4,Supersonic Red,Black,Rear-wheel Drive
2024 Jeep Wagoneer Series II,Jeep,Wagoneer,2024,84935,24V GDI DOHC Twin Turbo,6,Gasoline,1,8-Speed Automatic,Series II,SUV,4,Velvet Red Pearlcoat,Global Black,Four-wheel Drive
2023 Ford F-150 XLT,Ford,F-150,2023,52495,EcoBoost,6,Gasoline,26,10-Speed Automatic,XLT,Pickup Truck,4,Oxford White,Black,Four-wheel Drive
2024 RAM 2500 Tradesman 4x4 Crew Cab 8 Box,RAM,2500,2024,61481,"6.7L I-6 diesel direct injection, VVT intercooled turbo,",6,Diesel,15,6-Speed A/T,Tradesman 4x4 Crew Cab 8 Box,Pickup Truck,4,Bright White Clearcoat,Diesel Gray/Black,Four-wheel Drive
2024 Mazda CX-90 PHEV Base,Mazda,CX-90 PHEV,2024,51700,"TIV-G 2.5L I-4 gasoline direct injection, DOHC, variable",4,Gasoline,5,8-Speed Automatic,Base,SUV,4,Deep Crystal Blue Mica,Black,All-wheel Drive
2024 Chevrolet Silverado 1500 Custom,Chevrolet,Silverado 1500,2024,42947,16V GDI DOHC Turbo,4,Gasoline,5,8-Speed Automatic,Custom,Pickup Truck,4,Red,Black,Rear-wheel Drive
2024 Dodge Hornet GT AWD,Dodge,Hornet,2024,34329,"ne 2L I-4 gasoline direct injection, DOHC, variable valve",4,Gasoline,6,Automatic,GT AWD,SUV,4,Q Ball,Black,All-wheel Drive
2024 RAM 3500 Tradesman,RAM,3500,2024,62154,16V MPFI OHV,8,Gasoline,197,8-Speed Automatic,Tradesman,Pickup Truck,2,Bright White Clearcoat,Diesel Gray / Black,Four-wheel Drive
2023 Dodge Charger SXT,Dodge,Charger,2023,35913,24V MPFI DOHC,6,Gasoline,15,8-Speed Automatic,SXT,Sedan,4,Blue,Black,Rear-wheel Drive
2024 Audi A3 Premium,Audi,A3,2024,39375,16V GDI DOHC Turbo,4,Gasoline,76,7-Speed Automatic with Auto-Shift,Premium,Sedan,4,Florett Silver Metallic,Black,Front-wheel Drive
2024 Jeep Wrangler 4xe Rubicon,Jeep,Wrangler 4xe,2024,65295,16V GDI DOHC Turbo Hybrid,4,Hybrid,26,8-Speed Automatic,Rubicon,SUV,4,Hydro Blue Pearlcoat,Black,Four-wheel Drive
2024 Jeep Wrangler 4xe Rubicon,Jeep,Wrangler 4xe,2024,64930,16V GDI DOHC Turbo Hybrid,4,Hybrid,12,8-Speed Automatic,Rubicon,SUV,4,Black Clearcoat,Black,Four-wheel Drive
2024 Mazda CX-90 PHEV Premium,Mazda,CX-90 PHEV,2024,54949,DOHC 16V LEV3-SULEV30,4,PHEV Hybrid Fuel,3,Automatic,Premium,SUV,4,Machine,Black,All-wheel Drive
2024 Dodge Hornet R/T Plus,Dodge,Hornet,2024,47142,16V GDI DOHC Turbo Hybrid,4,Hybrid,0,6-Speed Automatic,R/T Plus,SUV,4,Gray,Black,All-wheel Drive
2024 Hyundai Santa Cruz 2.5T XRT,Hyundai,Santa Cruz,2024,41955,16V PDI DOHC Turbo,4,Gasoline,1,8-Speed Automatic with Auto-Shift,2.5T XRT,Pickup Truck,4,Atlas,Black,All-wheel Drive
2024 Ford Escape Active,Ford,Escape,2024,36860,"t 1.5L I-3 port/direct injection, DOHC, Ti-VCT variable v",3,Gasoline,8,8-Speed A/T,Active,SUV,4,Vapor Blue Metallic,Ebony,All-wheel Drive
2024 RAM 3500 Big Horn,RAM,3500,2024,76300,24V DDI OHV Turbo Diesel,6,Diesel,6,6-Speed Automatic,Big Horn,Pickup Truck,4,Diamond Black,Black,Four-wheel Drive
2024 RAM ProMaster 3500 Base,RAM,ProMaster 3500,2024,68095,24V MPFI DOHC,6,Gasoline,188,9-Speed Automatic,Base,Cargo Van,3,Bright White Clearcoat,Black,Front-wheel Drive
2024 Ford F-150 STX,Ford,F-150,2024,45605,24V PDI DOHC Twin Turbo,6,Gasoline,8,Automatic,STX,Pickup Truck,4,Oxford White,Black,Four-wheel Drive
2024 Nissan Kicks S,Nissan,Kicks,2024,24305,"4 DOHC, CVTCS variable valve control, regular unleaded, e",4,Gasoline,15,CVT,S,SUV,4,Gun Metallic,Charcoal,Front-wheel Drive
2024 Ford Explorer XLT,Ford,Explorer,2024,46870,16V GDI DOHC Turbo,4,Gasoline,2500,10-Speed Automatic,XLT,SUV,4,Star White,Sandstone,Rear-wheel Drive
2024 Hyundai Kona Limited,Hyundai,Kona,2024,33840,16V GDI DOHC Turbo,4,Gasoline,8,8-Speed Automatic,Limited,SUV,4,Orange Pearl,Black,All-wheel Drive
2024 Chevrolet Silverado 1500 LT,Chevrolet,Silverado 1500,2024,50058,16V GDI OHV,8,Gasoline,2,Automatic,LT,Pickup Truck,4,Radiant Red,Jet Black,Four-wheel Drive
2024 Honda CR-V Hybrid Sport-L,Honda,CR-V Hybrid,2024,37505,16V GDI DOHC Hybrid,4,Hybrid,0,Automatic CVT,Sport-L,SUV,4,Platinum White Pearl,,Front-wheel Drive
2024 Hyundai Sonata Hybrid SEL,Hyundai,Sonata Hybrid,2024,33005,16V GDI DOHC Hybrid,4,Hybrid,13,6-Speed Automatic,SEL,Sedan,4,White,Black,Front-wheel Drive
2024 Acura MDX Base,Acura,MDX,2024,53700,24V GDI SOHC,6,Gasoline,5,10-Speed Automatic,Base,SUV,4,Silver,,All-wheel Drive
2024 Mercedes-Benz Sprinter 3500 High Roof,Mercedes-Benz,Sprinter 3500,2024,62295,"diesel direct injection, DOHC, intercooled turbo, diesel,",4,Diesel,8,Automatic,High Roof,Cargo Van,3,Iridium Silver,Black,Rear-wheel Drive
2024 GMC Sierra 2500 Denali,GMC,Sierra 2500,2024,90220,32V DDI OHV Turbo Diesel,8,Diesel,0,10-Speed Automatic,Denali,Pickup Truck,4,Onyx Black,Jet Black,Four-wheel Drive
2024 Jeep Compass Limited,Jeep,Compass,2024,33696,16V GDI DOHC Turbo,4,Gasoline,6,8-Speed Automatic,Limited,SUV,4,Bright White Clearcoat,Black,Four-wheel Drive
2024 Jeep Grand Cherokee L Limited,Jeep,Grand Cherokee L,2024,54641,24V MPFI DOHC,6,Gasoline,23,8-Speed Automatic,Limited,SUV,4,Diamond Black,Beige / Black,Rear-wheel Drive
2024 Hyundai Tucson SEL,Hyundai,Tucson,2024,32750,16V PDI DOHC,4,Gasoline,3425,8-Speed Automatic,SEL,SUV,4,White Pearl,Gray,Front-wheel Drive
2024 Mazda CX-90 PHEV Preferred,Mazda,CX-90 PHEV,2024,50595,16V GDI DOHC Hybrid,4,Hybrid,1,8-Speed Automatic,Preferred,SUV,4,Rhodium White Metallic,Black,All-wheel Drive
2024 Jeep Wagoneer Base,Jeep,Wagoneer,2024,77473,24V GDI DOHC Twin Turbo,6,Gasoline,14,8-Speed Automatic,Base,SUV,4,Silver Zynith,Global Black,Four-wheel Drive
2024 Hyundai Elantra HEV Limited,Hyundai,Elantra HEV,2024,30870,16V GDI DOHC Hybrid,4,Hybrid,9,Automatic,Limited,Sedan,4,White,Black,Front-wheel Drive
2024 Buick Enclave Premium,Buick,Enclave,2024,56872,24V GDI DOHC,6,Gasoline,0,9-Speed Automatic,Premium,SUV,4,Ebony Twilight Metallic,Dark Galvanized,All-wheel Drive
2024 Jeep Compass Latitude,Jeep,Compass,2024,34730,16V GDI DOHC Turbo,4,Gasoline,0,8-Speed Automatic,Latitude,SUV,4,Metallic,Black,Four-wheel Drive
2024 Chrysler Pacifica Limited,Chrysler,Pacifica,2024,55183,24V MPFI DOHC,6,Gasoline,13,9-Speed Automatic,Limited,Passenger Van,4,Bright White Clearcoat,Black,All-wheel Drive
2024 Hyundai Tucson SEL,Hyundai,Tucson,2024,32625,16V PDI DOHC,4,Gasoline,2077,8-Speed Automatic,SEL,SUV,4,White Pearl,Gray,Front-wheel Drive
2024 Nissan Versa S,Nissan,Versa,2024,20849,16V MPFI DOHC,4,Gasoline,6,Automatic CVT,S,Sedan,4,Cloud White,Charcoal,Front-wheel Drive
2024 Audi A5 Sportback S line Premium,Audi,A5 Sportback,2024,52405,16V GDI DOHC Turbo,4,Gasoline,10,7-Speed Automatic with Auto-Shift,S line Premium,Hatchback,4,Glacier White Metallic,Black,All-wheel Drive
2024 RAM 3500 Big Horn,RAM,3500,2024,67159,24V DDI OHV Turbo Diesel,6,Diesel,21,6-Speed Automatic,Big Horn,Pickup Truck,4,Bright White Clearcoat,Black,Four-wheel Drive
2024 Ford Edge SE,Ford,Edge,2024,40260,16V GDI DOHC Turbo,4,Gasoline,3,8-Speed Automatic,SE,SUV,4,Carbonized Gray Metallic,Ebony,All-wheel Drive
2024 Mercedes-Benz GLS 450 4MATIC,Mercedes-Benz,GLS 450,2024,95230,24V GDI DOHC Turbo,6,Gasoline,8,9-Speed Automatic,4MATIC,SUV,4,Polar White,Macchiato Beige,All-wheel Drive
2024 Hyundai Tucson Hybrid SEL Convenience,Hyundai,Tucson Hybrid,2024,35835,16V GDI DOHC Turbo Hybrid,4,Hybrid,10,6-Speed Automatic,SEL Convenience,SUV,4,Black Pearl,Black,All-wheel Drive
2024 Hyundai Tucson Hybrid SEL Convenience,Hyundai,Tucson Hybrid,2024,35775,16V GDI DOHC Turbo Hybrid,4,Hybrid,10,6-Speed Automatic,SEL Convenience,SUV,4,Amazon Gray,Gray,All-wheel Drive
2024 RAM 3500 Big Horn,RAM,3500,2024,72600,24V DDI OHV Turbo Diesel,6,Diesel,6,6-Speed Automatic,Big Horn,Pickup Truck,4,Bright White Clearcoat,Black,Four-wheel Drive
2024 Chevrolet Silverado 1500 WT,Chevrolet,Silverado 1500,2024,47410,16V GDI OHV,8,Gasoline,5,10-Speed Automatic,WT,Pickup Truck,4,Summit White,Jet Black,Four-wheel Drive
2024 Kia Niro EX,Kia,Niro,2024,30935,16V GDI DOHC Hybrid,4,Hybrid,11,6-Speed Automatic,EX,SUV,4,Snow White Pearl,Charcoal,Front-wheel Drive
2024 Jeep Compass Sport,Jeep,Compass,2024,27087,16V GDI DOHC Turbo,4,Gasoline,9,8-Speed Automatic,Sport,SUV,4,Diamond Black,Black,Four-wheel Drive
2024 Ford Edge Titanium,Ford,Edge,2024,44710,16V GDI DOHC Turbo,4,Gasoline,48,8-Speed Automatic,Titanium,SUV,4,Rapid Red Metallic Tinted Clearcoat,Medium Soft Ceramic,All-wheel Drive
2024 Nissan Sentra SV,Nissan,Sentra,2024,21637,"gasoline direct injection, DOHC, variable valve control,",4,Gasoline,4,Automatic,SV,Sedan,4,Gun Metallic,Charcoal,Front-wheel Drive
2024 Kia Seltos S,Kia,Seltos,2024,28535,16V MPFI DOHC,4,Gasoline,15,Automatic CVT,S,SUV,4,White,,All-wheel Drive
2024 Jeep Grand Cherokee L Limited,Jeep,Grand Cherokee L,2024,50923,"ar 3.6L V-6 DOHC, variable valve control, regular unleade",6,Gasoline,4,Automatic,Limited,SUV,4,Diamond Black Crystal Pearlcoat,Global Black,Four-wheel Drive
2024 Nissan Versa 1.6 SR,Nissan,Versa,2024,21889,16V MPFI DOHC,4,Gasoline,6,Automatic CVT,1.6 SR,Sedan,4,Electric Blue Metallic,Gray,Front-wheel Drive
2024 Hyundai Kona SEL,Hyundai,Kona,2024,29182,16V MPFI DOHC,4,Gasoline,0,Automatic CVT,SEL,SUV,4,Cyber Gray Metallic,Black,Front-wheel Drive
2024 Nissan Kicks SR,Nissan,Kicks,2024,21123,"4 DOHC, CVTCS variable valve control, regular unleaded, e",4,Gasoline,6,CVT with Xtronic,SR,SUV,4,Electric Blue Metallic,Charcoal,Front-wheel Drive
2024 RAM 3500 Tradesman Crew Cab 4x4 8' Box,RAM,3500,2024,63518,"6.7L I-6 diesel direct injection, VVT intercooled turbo,",6,Diesel,24,Automatic,Tradesman Crew Cab 4x4 8&#39; Box,Pickup Truck,4,Granite Crystal Metallic Clearcoat,Black Interior Color,Four-wheel Drive
2024 RAM 3500 Laramie,RAM,3500,2024,79934,24V DDI OHV Turbo Diesel,6,Diesel,22,Automatic,Laramie,Pickup Truck,4,Pearl White,Black,Four-wheel Drive
2023 Dodge Durango Pursuit,Dodge,Durango,2023,47340,16V MPFI OHV,8,Gasoline,22,8-Speed Automatic,Pursuit,SUV,4,DB Black Crystal Clearcoat,Black,All-wheel Drive
2023 Dodge Durango Pursuit,Dodge,Durango,2023,47785,16V MPFI OHV,8,Gasoline,32,8-Speed Automatic,Pursuit,SUV,4,DB Black Crystal Clearcoat,Black,All-wheel Drive
2023 Dodge Charger Scat Pack,Dodge,Charger,2023,65075,16V MPFI OHV,8,Gasoline,18,8-Speed Automatic,Scat Pack,Sedan,4,Blue,Black,Rear-wheel Drive
2024 Jeep Grand Cherokee L Altitude,Jeep,Grand Cherokee L,2024,46243,"ar 3.6L V-6 DOHC, variable valve control, regular unleade",6,Gasoline,175,Automatic,Altitude,SUV,4,Velvet Red Pearlcoat,Global Black,Four-wheel Drive
2024 Dodge Hornet R/T,Dodge,Hornet,2024,42876,16V GDI DOHC Turbo Hybrid,4,Hybrid,147,6-Speed Automatic,R/T,SUV,4,8 BALL,Black,All-wheel Drive
2024 GMC Sierra 3500 Denali,GMC,Sierra 3500,2024,102287,32V DDI OHV Turbo Diesel,8,Diesel,4,10-Speed Automatic,Denali,Pickup Truck,4,Summit White,Jet Black,Four-wheel Drive
2024 Jeep Grand Cherokee L Limited,Jeep,Grand Cherokee L,2024,55020,OHV,6,Gasoline,5,8-Speed Automatic,Limited,SUV,4,Metallic,Global Black,Four-wheel Drive
2024 Jeep Grand Cherokee Laredo,Jeep,Grand Cherokee,2024,40344,OHV,6,Gasoline,6,8-Speed Automatic,Laredo,SUV,4,Bright White Clearcoat,Black,Four-wheel Drive
2024 Hyundai Kona N Line,Hyundai,Kona,2024,33491,16V GDI DOHC Turbo,4,Gasoline,12,8-Speed Automatic,N Line,SUV,4,Abyss Black Pearl,Black,All-wheel Drive
2024 Hyundai Tucson Hybrid Limited,Hyundai,Tucson Hybrid,2024,40754,"ream 1.6L I-4 gasoline direct injection, DOHC, CVVD varia",4,Hybrid,12,Automatic,Limited,SUV,4,Black Pearl,Black,All-wheel Drive
2024 RAM 3500 Laramie Crew Cab 4x4 8' Box,RAM,3500,2024,83640,"6.7L I-6 diesel direct injection, VVT intercooled turbo,",6,Diesel,6,Automatic,Laramie Crew Cab 4x4 8&#39; Box,Pickup Truck,4,Red,Black,Four-wheel Drive
2024 Toyota RAV4 Prime XSE,Toyota,RAV4 Prime,2024,50209,16V PDI DOHC Hybrid,4,Hybrid,0,Automatic CVT,XSE,SUV,4,Silver Sky Metallic,Black,All-wheel Drive
2024 RAM 2500 Big Horn,RAM,2500,2024,69720,16V MPFI OHV,8,Gasoline,0,8-Speed Automatic,Big Horn,Pickup Truck,4,Diamond Black,Black,Four-wheel Drive
2024 Chevrolet Silverado 1500 RST,Chevrolet,Silverado 1500,2024,88478,16V GDI OHV,8,Gasoline,2,Automatic,RST,Pickup Truck,4,Summit White,Jet Black,Four-wheel Drive
2024 Hyundai Kona Limited,Hyundai,Kona,2024,35389,16V GDI DOHC Turbo,4,Gasoline,1,8-Speed Automatic,Limited,SUV,4,Cyber Gray Metallic,Gray,All-wheel Drive
2024 Hyundai Tucson Hybrid N Line,Hyundai,Tucson Hybrid,2024,36600,"ream 1.6L I-4 gasoline direct injection, DOHC, CVVD varia",4,Hybrid,12,Automatic,N Line,SUV,4,Black Pearl,Black w/Red Accents,All-wheel Drive
2023 Jeep Grand Wagoneer Series II,Jeep,Grand Wagoneer,2023,110150,24V GDI DOHC Twin Turbo,6,Gasoline,650,8-Speed Automatic,Series II,SUV,4,Midnight Sky,Global Black,Four-wheel Drive
2024 Jeep Grand Cherokee L Overland,Jeep,Grand Cherokee L,2024,67105,"ar 3.6L V-6 DOHC, VVT variable valve control, regular unl",6,Gasoline,3,Automatic,Overland,SUV,4,Baltic Gray Metallic Clearcoat,Global Black,Four-wheel Drive
2024 Hyundai Tucson Hybrid N Line,Hyundai,Tucson Hybrid,2024,36600,"ream 1.6L I-4 gasoline direct injection, DOHC, CVVD varia",4,Hybrid,10,Automatic,N Line,SUV,4,Titan Gray,Black w/Red Accents,All-wheel Drive
2024 Mazda CX-90 PHEV Preferred,Mazda,CX-90 PHEV,2024,50955,DOHC 16V LEV3-SULEV30,4,PHEV Hybrid Fuel,0,Automatic,Preferred,SUV,4,Machine,Black,All-wheel Drive
2024 Hyundai Santa Cruz 2.5T NIGHT,Hyundai,Santa Cruz,2024,40434,16V PDI DOHC Turbo,4,Gasoline,1,8-Speed Automatic with Auto-Shift,2.5T NIGHT,Pickup Truck,4,Hampton Gray,Black,All-wheel Drive
2024 Kia Sportage EX,Kia,Sportage,2024,30740,16V PDI DOHC,4,Gasoline,1,8-Speed Automatic,EX,SUV,4,Black,Black,Front-wheel Drive
2024 Mercedes-Benz Sprinter 2500 Crew 144 WB,Mercedes-Benz,Sprinter 2500,2024,66902,"diesel direct injection, DOHC, intercooled turbo, diesel,",4,Diesel,10,Automatic,Crew 144 WB,Cargo Van,3,Gray,,Rear-wheel Drive
2024 Chevrolet Silverado 1500 Custom Trail Boss,Chevrolet,Silverado 1500,2024,54190,16V GDI OHV,8,Gasoline,5,10-Speed Automatic,Custom Trail Boss,Pickup Truck,4,Dark Ash Metallic,Black,Four-wheel Drive
2024 GMC Sierra 2500 Pro,GMC,Sierra 2500,2024,47763,16V GDI OHV,8,Gasoline,0,10-Speed Automatic,Pro,Pickup Truck,2,Summit White,Jet Black,Rear-wheel Drive
2024 RAM 3500 Tradesman,RAM,3500,2024,68600,24V DDI OHV Turbo Diesel,6,Diesel,0,6-Speed Automatic,Tradesman,Pickup Truck,4,Bright White Clearcoat,Black / Diesel Gray,Four-wheel Drive
2024 Mercedes-Benz GLE 450 4MATIC,Mercedes-Benz,GLE 450,2024,74290,24V GDI DOHC Turbo,6,Gasoline,6,9-Speed Automatic,4MATIC,SUV,4,Polar White,Black,All-wheel Drive
2024 Jeep Compass Latitude Lux,Jeep,Compass,2024,33668,16V GDI DOHC Turbo,4,Gasoline,8,8-Speed Automatic,Latitude Lux,SUV,4,Hydro Blue Pearlcoat,Black,Four-wheel Drive
2023 Dodge Durango Pursuit,Dodge,Durango,2023,47785,16V MPFI OHV,8,Gasoline,32,8-Speed Automatic,Pursuit,SUV,4,DB Black Crystal Clearcoat,Black,All-wheel Drive
2024 Jeep Wagoneer Series III,Jeep,Wagoneer,2024,89595,24V GDI DOHC Twin Turbo,6,Gasoline,1,8-Speed Automatic,Series III,SUV,4,Bright White Clearcoat,Global Black,Four-wheel Drive
2024 Dodge Hornet Hornet R/T Eawd,Dodge,Hornet,2024,43524,"4 gasoline direct injection, DOHC, Multiair variable valv",4,Gasoline,0,6-Spd Aisin F21-250 PHEV Auto Trans,Hornet R/T Eawd,SUV,4,8 Ball,Black,All-wheel Drive
2024 Ford Escape Active,Ford,Escape,2024,33071,"t 1.5L I-3 port/direct injection, DOHC, Ti-VCT variable v",3,Gasoline,4,8-Speed Automatic,Active,SUV,4,Oxford White,Space Gray,All-wheel Drive
2024 Hyundai Santa Cruz 2.5L SE,Hyundai,Santa Cruz,2024,30490,16V PDI DOHC,4,Gasoline,1,8-Speed Automatic,2.5L SE,Pickup Truck,4,Atlas,Gray,All-wheel Drive
2023 RAM ProMaster 3500 High Roof,RAM,ProMaster 3500,2023,61006,24V MPFI DOHC,6,Gasoline,5,9-Speed Automatic,High Roof,Cargo Van,3,Bright White Clearcoat,Black,Front-wheel Drive
2024 Hyundai Santa Cruz 2.5T Limited,Hyundai,Santa Cruz,2024,43684,16V PDI DOHC Turbo,4,Gasoline,1,8-Speed Automatic with Auto-Shift,2.5T Limited,Pickup Truck,4,Phantom Black,Black,All-wheel Drive
2024 Chrysler Voyager LX,Chrysler,Voyager,2024,38954,24V MPFI DOHC,6,Gasoline,8,9-Speed Automatic,LX,Passenger Van,4,Bright White Clearcoat,Black,Front-wheel Drive
2024 GMC Sierra 1500 SLT,GMC,Sierra 1500,2024,59466,16V GDI OHV,8,Gasoline,0,10-Speed Automatic,SLT,Pickup Truck,4,Volcanic Red,Jet Black,Four-wheel Drive
2023 Ford Transit Connect XLT,Ford,Transit Connect,2023,38036,"gasoline direct injection, DOHC, iVCT variable valve cont",4,Gasoline,4,8-Speed Automatic,XLT,Cargo Van,4,Frozen White,Ebony,Front-wheel Drive
2024 Toyota Tundra Hybrid Limited,Toyota,Tundra Hybrid,2024,60573,"MAX 3.4L V-6 port/direct injection, DOHC, variable valve",6,Hybrid,1,10-Speed Automatic,Limited,Pickup Truck,4,Magnetic Gray Metallic,Boulder,Four-wheel Drive
2024 RAM 2500 Tradesman,RAM,2500,2024,59620,16V MPFI OHV,8,Gasoline,0,Automatic,Tradesman,Pickup Truck,4,Diamond Black,Black,Four-wheel Drive
2024 Jeep Compass Latitude,Jeep,Compass,2024,28860,16V GDI DOHC Turbo,4,Gasoline,7,8-Speed Automatic,Latitude,SUV,4,Silver Zynith,Black,Four-wheel Drive
2024 Jeep Compass Trailhawk,Jeep,Compass,2024,41230,"gasoline direct injection, DOHC, variable valve control,",4,Gasoline,9,Automatic,Trailhawk,SUV,4,Sting-Gray Clearcoat,Ruby Red/Black,Four-wheel Drive
2023 Jeep Gladiator Rubicon,Jeep,Gladiator,2023,54210,24V MPFI DOHC,6,Gasoline,0,8-Speed Automatic,Rubicon,Pickup Truck,4,Sarge Green Clearcoat,Black,Four-wheel Drive
2024 Hyundai Kona SEL,Hyundai,Kona,2024,29111,16V MPFI DOHC,4,Gasoline,11,Automatic CVT,SEL,SUV,4,Mirage,Gray,Front-wheel Drive
2024 GMC Sierra 2500 Denali Ultimate,GMC,Sierra 2500,2024,96860,32V DDI OHV Turbo Diesel,8,Diesel,0,10-Speed Automatic,Denali Ultimate,Pickup Truck,4,White Frost Tri-Coat,Alpine Umber,Four-wheel Drive
2024 Kia Sportage SX,Kia,Sportage,2024,34635,16V PDI DOHC,4,Gasoline,1,8-Speed Automatic,SX,SUV,4,White,Black,Front-wheel Drive
2024 Ford Maverick Lariat,Ford,Maverick,2024,41045,16V GDI DOHC Turbo,4,Gasoline,4,8-Speed Automatic,Lariat,Pickup Truck,4,Cactus Green / Gray,,All-wheel Drive
2024 Jeep Wagoneer Series II,Jeep,Wagoneer,2024,79487,24V GDI DOHC Twin Turbo,6,Gasoline,18,8-Speed Automatic,Series II,SUV,4,Riverrock Green,Black,Four-wheel Drive
2024 Volkswagen Jetta 1.4T S,Volkswagen,Jetta,2024,23160,"4 gasoline direct injection, DOHC, variable valve control",4,Gasoline,13,8-Speed Automatic with Tiptronic,1.4T S,Sedan,4,Pure White,Titan Black,Front-wheel Drive
2024 Jeep Wagoneer L Base,Jeep,Wagoneer L,2024,74366,24V GDI DOHC Twin Turbo,6,Gasoline,4,8-Speed Automatic,Base,SUV,4,Diamond Black,Global Black,Four-wheel Drive
2024 Hyundai Tucson Hybrid Limited,Hyundai,Tucson Hybrid,2024,40979,16V GDI DOHC Turbo Hybrid,4,Hybrid,12,6-Speed Automatic,Limited,SUV,4,Amazon Gray,Black,All-wheel Drive
2024 Ford Edge SE,Ford,Edge,2024,39025,"t 2L I-4 gasoline direct injection, DOHC, variable valve",4,Gasoline,5,Automatic,SE,SUV,4,Carbonized Gray Metallic,Ebony,All-wheel Drive
2024 Jeep Wagoneer L Series II,Jeep,Wagoneer L,2024,81160,24V GDI DOHC Twin Turbo,6,Gasoline,4,8-Speed Automatic,Series II,SUV,4,Silver Zynith,Global Black,Four-wheel Drive
2024 Nissan Versa 1.6 SV,Nissan,Versa,2024,21195,"4 DOHC, variable valve control, regular unleaded, engine",4,Gasoline,0,CVT,1.6 SV,Sedan,4,Aspen White Tricoat,Graphite,Front-wheel Drive
2024 Jeep Grand Cherokee 4xe Base,Jeep,Grand Cherokee 4xe,2024,63440,16V GDI DOHC Turbo Hybrid,4,Hybrid,5,8-Speed Automatic,Base,SUV,4,Silver Zynith,Global Black,Four-wheel Drive
2024 Hyundai Kona Limited,Hyundai,Kona,2024,33969,16V GDI DOHC Turbo,4,Gasoline,0,8-Speed Automatic,Limited,SUV,4,Red Metallic,Gray,Front-wheel Drive
2024 Ford Edge SEL,Ford,Edge,2024,38598,"t 2L I-4 gasoline direct injection, DOHC, variable valve",4,Gasoline,10,Automatic,SEL,SUV,4,Carbonized Gray Metallic,Dune,All-wheel Drive
2024 GMC Sierra 1500 Denali Ultimate,GMC,Sierra 1500,2024,84405,16V GDI OHV,8,Gasoline,12,10-Speed Automatic,Denali Ultimate,Pickup Truck,4,White Frost Tri-Coat,Alpine Umber,Four-wheel Drive
2024 Jeep Grand Cherokee Limited,Jeep,Grand Cherokee,2024,52810,24V MPFI DOHC,6,Gasoline,5,8-Speed Automatic,Limited,SUV,4,Midnight Sky,Global Black,Four-wheel Drive
2024 Chevrolet Silverado 1500 LT Trail Boss,Chevrolet,Silverado 1500,2024,63145,24V DDI DOHC Turbo Diesel,6,Diesel,5,10-Speed Automatic,LT Trail Boss,Pickup Truck,4,Slate Gray Metallic,Black,Four-wheel Drive
2024 GMC Terrain AT4,GMC,Terrain,2024,34940,16V GDI DOHC Turbo,4,Gasoline,0,9-Speed Automatic,AT4,SUV,4,Ebony Twilight Metallic,Jet Black,All-wheel Drive
2024 Dodge Hornet GT AWD,Dodge,Hornet,2024,37498,"ne 2L I-4 gasoline direct injection, DOHC, variable valve",4,Gasoline,12,Automatic,GT AWD,SUV,4,8 Ball,Black,All-wheel Drive
